# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
0              	U              	0.0000000e+00	(2.5225794e+00 1.7151207e-01 6.4900000e+00)	1.7320508e-01	(7.1919808e-02 6.5388253e-02 7.7903065e-02)
527            	p_rgh          	-3.1933884e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	2.9550517e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
528            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7240703e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
528            	T              	2.9144851e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
528            	p_rgh          	-3.1932338e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	2.9550571e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
529            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7240576e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
529            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
529            	p_rgh          	-3.1930834e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	2.9550604e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
530            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7240388e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
530            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
530            	p_rgh          	-3.1929450e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	2.9550473e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
531            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7240136e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
531            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
531            	p_rgh          	-3.1928122e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	2.9550317e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
532            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7239819e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
532            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
532            	p_rgh          	-3.1926855e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	2.9550064e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
533            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7239438e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
533            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
533            	p_rgh          	-3.1925664e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	2.9549763e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
534            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7238991e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
534            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
534            	p_rgh          	-3.1924572e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	2.9549320e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
535            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7238479e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
535            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
535            	p_rgh          	-3.1923476e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	2.9548917e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
536            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7237901e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
536            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
536            	p_rgh          	-3.1922504e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	2.9548351e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
537            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7237258e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
537            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
537            	p_rgh          	-3.1921538e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	2.9547796e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
538            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7236548e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
538            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
538            	p_rgh          	-3.1920692e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9547098e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
539            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7235775e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
539            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
539            	p_rgh          	-3.1919834e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9546432e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
540            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7234938e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
540            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
540            	p_rgh          	-3.1919072e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9545643e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
541            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7234038e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
541            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
541            	p_rgh          	-3.1918357e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9544848e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
542            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7233077e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
542            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
542            	p_rgh          	-3.1917709e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9543956e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
543            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7232057e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
543            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
543            	p_rgh          	-3.1917099e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9543063e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
544            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7230977e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
544            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
544            	p_rgh          	-3.1916541e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9542093e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
545            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7229840e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
545            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
545            	p_rgh          	-3.1916022e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9541134e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
546            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7228650e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
546            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
546            	p_rgh          	-3.1915580e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9540078e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
547            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7227404e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
547            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
547            	p_rgh          	-3.1915166e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9539025e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
548            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7226109e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
548            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
548            	p_rgh          	-3.1914764e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9537964e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
549            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7224764e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
549            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
549            	p_rgh          	-3.1914411e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9536897e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
550            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7223372e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
550            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
550            	p_rgh          	-3.1914113e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9535764e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
551            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7221937e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
551            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
551            	p_rgh          	-3.1913807e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9534691e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
552            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7220461e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
552            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
552            	p_rgh          	-3.1913539e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9533575e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
553            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7218945e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
553            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
553            	p_rgh          	-3.1913280e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9532512e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
554            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7217395e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
554            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
554            	p_rgh          	-3.1913049e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9531412e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
555            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7215811e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
555            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
555            	p_rgh          	-3.1912831e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9530368e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
556            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7214197e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
556            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
556            	p_rgh          	-3.1912613e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9529331e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
557            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7212556e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
557            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
557            	p_rgh          	-3.1912419e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9528322e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
558            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7210892e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
558            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
558            	p_rgh          	-3.1912228e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9527327e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
559            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7209206e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
559            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
559            	p_rgh          	-3.1912013e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9526430e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
560            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7207503e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
560            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
560            	p_rgh          	-3.1911805e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9525532e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
561            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7205786e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
561            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
561            	p_rgh          	-3.1911562e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9524747e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
562            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7204056e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
562            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
562            	p_rgh          	-3.1911374e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9523922e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
563            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7202318e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
563            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
563            	p_rgh          	-3.1911134e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9523237e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
564            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7200575e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
564            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
564            	p_rgh          	-3.1910887e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9522570e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
565            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7198828e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
565            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
565            	p_rgh          	-3.1910596e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9522029e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
566            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7197082e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
566            	T              	2.9144852e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
566            	p_rgh          	-3.1910305e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9521519e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
567            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7195340e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
567            	T              	2.9144851e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
567            	p_rgh          	-3.1909970e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9521136e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
568            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7193602e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
568            	T              	2.9144851e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
568            	p_rgh          	-3.1909622e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9520792e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
569            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7191875e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
569            	T              	2.9144851e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
569            	p_rgh          	-3.1909243e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9520563e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
570            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7190159e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
570            	T              	2.9144851e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
570            	p_rgh          	-3.1908832e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9520399e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
571            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7188456e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
571            	T              	2.9144851e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
571            	p_rgh          	-3.1908337e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9520411e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
572            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7186771e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
572            	T              	2.9144851e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
572            	p_rgh          	-3.1907912e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9520365e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
573            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7185105e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
573            	T              	2.9144851e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
573            	p_rgh          	-3.1907382e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9520523e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
574            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7183460e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
574            	T              	2.9144851e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
574            	p_rgh          	-3.1906822e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9520732e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
575            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7181840e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
575            	T              	2.9144851e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
575            	p_rgh          	-3.1906167e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9521117e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
576            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7180247e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
576            	T              	2.9144851e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
576            	p_rgh          	-3.1905577e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9521463e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
577            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7178681e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
577            	T              	2.9144850e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
577            	p_rgh          	-3.1904815e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9522070e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
578            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7177148e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
578            	T              	2.9144850e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
578            	p_rgh          	-3.1904104e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9522634e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
579            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7175648e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
579            	T              	2.9144850e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
579            	p_rgh          	-3.1903290e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9523388e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
580            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7174183e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
580            	T              	2.9144850e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
580            	p_rgh          	-3.1902417e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9524208e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
581            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7172756e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
581            	T              	2.9144850e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
581            	p_rgh          	-3.1901425e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.9525234e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
582            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7171369e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
582            	T              	2.9144850e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
