T,V
295.0492,0.002716591
295.1244,0.002720391
294.9407,0.0027217
294.4195,0.002723526
294.321,0.00272526
294.6601,0.002725224
295.6947,0.002721705
296.533,0.002714302
296.9191,0.002705278
298.6644,0.002658445
294.8089,0.002671441
294.7677,0.00267987
294.7479,0.002686537
294.7475,0.002692116
294.767,0.002697038
294.8378,0.0027016
294.9923,0.002706327
295.1054,0.002711811
295.1243,0.002715888
294.8927,0.002717625
294.4026,0.002719449
294.4491,0.002720171
295.4585,0.002718236
297.0211,0.002712694
297.7072,0.002703749
298.9674,0.002692739
299.7704,0.002927643
294.731,0.002543253
294.7465,0.0026715
294.7486,0.002678984
294.759,0.00268518
294.7747,0.002690323
294.8218,0.002694753
294.9512,0.002698919
295.1164,0.002703395
295.1134,0.002708903
295.0635,0.002713059
294.6685,0.002714762
294.4892,0.002715999
295.2666,0.002715423
297.3552,0.002711633
298.2865,0.002703288
299.187,0.002686694
299.6283,0.002604967
300.0426,0.002763664
299.1345,0.002610513
294.7594,0.002544954
294.7528,0.00267244
294.7688,0.002679575
294.7934,0.002685462
294.8386,0.002690162
294.9379,0.002694093
295.1388,0.002697798
295.116,0.002701964
295.0324,0.002706447
294.833,0.002710292
294.7398,0.002712553
295.4892,0.00271295
297.6655,0.002710938
298.7378,0.002704718
299.2769,0.00269092
299.5092,0.002651829
298.9773,0.002628493
299.5748,0.002580999
300.584,0.0003138558
300.5709,0.0003138145
299.9275,0.0003266549
299.8919,0.0003267249
298.7155,0.002662247
294.8175,0.002546818
294.7522,0.002674631
294.7822,0.002681855
294.8264,0.002687414
294.959,0.002691506
295.154,0.002694758
295.1517,0.002697861
294.8909,0.002700639
294.8509,0.002703091
295.0016,0.002706203
296.1578,0.002709417
298.1442,0.002709988
298.991,0.002706368
299.3184,0.00269707
299.4065,0.002675821
298.7502,0.002653629
298.3326,0.002655066
299.7426,0.002829289
299.4638,0.002699157
300.4935,0.0003168268
300.4807,0.0003168045
300.0303,0.0003399493
299.9784,0.0003399205
297.9887,0.00267881
294.939,0.00255022
294.6351,0.002679101
294.6515,0.002686297
294.8813,0.002691095
295.1314,0.002694145
295.204,0.002696381
294.7734,0.002697596
294.8154,0.002697962
295.3005,0.002698944
297.0657,0.00270115
298.565,0.002704028
299.0993,0.002705488
299.2873,0.002701697
299.2255,0.002689912
298.5246,0.002674051
298.123,0.002665642
297.7026,0.002670186
299.7855,0.002726505
299.7045,0.002731816
299.1624,0.0027007
300.4924,0.0003175404
300.4791,0.000317514
300.0048,0.000339091
299.9663,0.0003389833
297.6337,0.00267452
294.7139,0.002557116
294.2931,0.002687116
294.57,0.002693388
294.9679,0.002696369
295.2127,0.00269764
294.697,0.002697091
294.718,0.002695199
295.6573,0.002693927
297.7895,0.002694132
298.8362,0.002695426
299.1104,0.002697152
299.1529,0.002698153
298.8415,0.002695718
298.0819,0.002687944
297.8899,0.002679664
297.5062,0.0026764
297.3646,0.002673057
299.8254,0.002728059
299.7893,0.002752084
300.0545,0.0003391772
300.0291,0.0003389212
299.651,0.002729207
298.7216,0.002691252
300.5137,0.0003181616
300.5083,0.000318094
297.3503,0.002657965
293.9908,0.002569348
294.2264,0.002699578
294.6301,0.00270286
295.0593,0.002702461
294.6831,0.002699246
294.5215,0.002694365
295.7743,0.002690624
298.0484,0.002688861
298.9418,0.002688499
299.0887,0.002689013
298.9841,0.002689781
298.4578,0.002689848
297.7417,0.002688337
297.5242,0.002685687
297.3884,0.002683146
297.2616,0.00267989
297.1922,0.002668371
299.884,0.002833513
299.8445,0.002776567
300.1222,0.0003402866
300.1686,0.0003401769
300.1007,0.0003396147
300.1383,0.0003395292
299.7901,0.002758246
299.5628,0.002711705
298.3358,0.002670482
300.5352,0.0003187944
300.5301,0.0003185376
297.185,0.002634492
293.8265,0.00258668
294.4415,0.002715684
294.8369,0.002712809
294.681,0.002704492
294.1813,0.002694871
295.3386,0.00268811
297.9004,0.002684514
298.8972,0.002682787
299.079,0.002682211
298.8317,0.002682245
298.0904,0.002682459
297.5183,0.002682377
297.3607,0.002681931
297.3013,0.00268152
297.2424,0.00268136
297.1905,0.00267987
297.1649,0.002665824
299.9323,0.002675318
299.9291,0.002813676
300.0623,0.0003256629
300.1316,0.0003431944
300.0705,0.0003235843
300.1441,0.0003412941
299.8651,0.002783673
300.5218,0.0003194575
299.7671,0.002728261
299.4817,0.002678853
297.8867,0.002529372
297.1615,0.002452607
293.7241,0.002606184
294.4774,0.00273125
294.3612,0.002713305
293.7242,0.002695298
294.2828,0.002684592
296.746,0.002679571
298.226,0.00267722
298.7707,0.002676164
299.0429,0.002675734
298.0945,0.002675663
297.4489,0.002675726
297.3149,0.002675885
297.2715,0.002676263
297.2467,0.002677159
297.2204,0.002679098
297.212,0.002682688
297.233,0.002678927
299.9862,0.002730404
299.9683,0.002835968
299.9814,0.002786398
299.8439,0.002735595
299.7523,0.00268797
299.4055,0.002709469
297.443,0.002830815
297.3083,0.002937265
293.5261,0.002635684
293.8443,0.002724611
293.15,0.00269117
293.1821,0.002676527
294.3186,0.002671604
295.9236,0.002670201
296.6056,0.002669844
298.9402,0.002669714
298.2446,0.002669657
297.5155,0.002669671
297.3785,0.002669777
297.3238,0.002670064
297.2867,0.0026707
297.2674,0.002672105
297.2636,0.002675616
297.2798,0.002686599
297.3321,0.002761315
300.1472,0.003037545
300.0146,0.002790217
300.0147,0.002750196
300.019,0.002728978
299.819,0.002701258
299.7468,0.002718954
299.7417,0.0003158763
298.7591,0.0002932227
299.7263,0.0003353091
298.6332,0.0003167629
297.4951,0.0003181632
298.5408,0.0002933828
298.5934,0.000315471
297.4745,0.0003275519
297.4556,0.0003049458
297.4402,0.0003264716
297.4428,0.002576775
295.8407,0.002366774
295.6329,0.002637633
295.5672,0.002606931
295.6983,0.002587017
295.8506,0.002569572
295.9222,0.002557376
295.9684,0.00255064
294.9953,0.002550065
294.8838,0.002725815
294.9643,0.002732245
295.1948,0.00271656
295.5151,0.002700675
295.7596,0.002688831
294.6241,0.002542429
294.6648,0.002692067
294.7859,0.002714523
295.0467,0.002714825
295.3436,0.00270646
294.6432,0.002540163
294.7208,0.002677419
294.9174,0.002697173
295.1648,0.002708895
294.7589,0.002541306
293.009,0.002364209
294.9608,0.00267275
292.7041,0.002548385
295.0879,0.002688132
292.4748,0.002541626
292.667,0.002539729
293.273,0.002540986
293.9815,0.002542766
297.6745,0.002543942
298.0364,0.002544477
297.5574,0.002544663
297.5041,0.002544734
297.462,0.002544802
297.4326,0.002544944
297.4144,0.002545263
297.4088,0.002545923
297.4234,0.00254797
297.4642,0.002558362
297.5414,0.002594903
300.4336,0.002628217
300.6254,0.000337018
300.2701,0.002525281
300.6274,0.0003370243
300.5897,0.0003503047
300.55,0.0003503324
300.6139,0.0003300089
300.0838,0.002587705
300.5107,0.0003565773
300.2356,0.002711417
300.5116,0.0003262418
300.5428,0.000322866
300.3203,0.0003328651
300.3332,0.0003283403
300.0387,0.002574309
300.5455,0.0003206898
300.2692,0.002690288
300.5573,0.0003192033
300.0426,0.002576475
300.0515,0.002577766
300.5188,0.0003208719
299.8684,0.002445141
299.7063,0.002672845
298.2269,0.0002653323
299.7103,0.0003140809
297.5005,0.000265422
299.82,0.000294565
297.7345,0.0003090603
297.5384,0.002435162
301.2463,0.002702158
300.5947,0.002917344
299.7414,0.002879037
297.207,0.002810222
293.0143,0.002761623
292.2643,0.002731687
299.6951,0.002556508
301.2901,0.002751365
302.5545,0.0003365968
302.5515,0.0003355213
302.5542,0.0003360631
302.5473,0.0003356514
302.5602,0.0003306211
302.5601,0.0003310218
302.5601,0.0003310206
302.56,0.0003314582
302.5603,0.0003168652
302.5603,0.0003172307
302.5603,0.000316926
302.5603,0.000317298
291.5954,0.002692468
292.2237,0.002895694
292.4817,0.002831786
292.404,0.002746933
292.3128,0.002707321
296.0261,0.002556357
295.9556,0.002571546
296.4152,0.002746371
295.9119,0.002605398
296.5142,0.002823678
296.4915,0.002875825
295.847,0.00267865
295.6193,0.002520562
296.6657,0.002961354
296.7316,0.002902181
296.6631,0.002915037
296.741,0.002701036
296.4971,0.00283524
296.6239,0.00263466
301.6233,0.00290543
301.2936,0.002962341
300.5051,0.002825592
296.5802,0.00274973
292.839,0.002712649
292.1731,0.002690865
300.5485,0.002525169
302.2643,0.0003573384
302.3656,0.0003399596
302.4507,0.0003408369
302.5725,0.000345033
302.5606,0.0003286954
302.5602,0.0003291059
302.5601,0.000315689
302.5602,0.0003160496
291.5544,0.002858523
291.842,0.002920975
292.1113,0.00279688
292.1595,0.002724788
292.1209,0.00269266
292.0309,0.00267815
301.8657,0.002518781
301.812,0.002677096
299.9497,0.002605523
293.1094,0.002571611
291.9666,0.002555039
291.79,0.002546713
301.7819,0.002149456
301.9357,0.0001607957
302.5526,0.0004208865
302.5733,0.0003247456
302.1756,0.0001651987
301.9423,0.0002441133
302.1954,0.0002690943
302.5497,0.0003293306
302.5532,0.0003332955
291.4983,0.002459929
291.5443,0.00265629
291.6055,0.002593799
291.6692,0.002565519
291.7128,0.002553536
291.742,0.002548514
291.7551,0.002544197
296.0508,0.002547293
296.0729,0.002547888
296.0796,0.002550172
295.9883,0.002682365
296.0752,0.002685256
296.1877,0.002693362
296.3257,0.002710569
295.7895,0.002704005
295.8785,0.002710737
295.986,0.002725781
296.1485,0.002753779
296.338,0.002804529
295.5811,0.002723499
295.6556,0.002736386
295.762,0.002757842
295.9261,0.002791373
296.1059,0.002832401
296.2901,0.002855599
295.3981,0.0027302
295.4628,0.00275362
295.2764,0.002740669
295.563,0.00278285
295.3802,0.002767294
295.2498,0.002751372
295.7085,0.002812093
295.4996,0.002792741
295.4163,0.002776401
295.2555,0.002760346
295.8773,0.002826125
295.6269,0.002805566
295.5547,0.002790352
295.5207,0.002776898
295.2614,0.002763982
296.0758,0.002817175
295.7735,0.002802682
295.6696,0.002792323
295.6992,0.002783218
295.6686,0.002773722
295.2788,0.00276348
296.3643,0.002783276
295.9837,0.002785609
295.8106,0.002784288
295.8203,0.002781869
295.9278,0.002777818
295.8528,0.002771723
295.2372,0.002763298
296.5796,0.002598857
296.3134,0.002750484
296.0573,0.00276446
296.0262,0.002771844
296.1669,0.002775421
296.2615,0.002775584
295.9219,0.002771904
295.0875,0.002759416
296.5661,0.002578659
296.4656,0.002731441
296.4368,0.002751882
296.6822,0.002765277
296.8023,0.002773804
296.4844,0.002777598
295.6169,0.002767432
294.7662,0.002753372
296.9589,0.002568212
297.2374,0.00272147
297.3918,0.00274612
297.259,0.002764552
296.7034,0.002778421
295.7264,0.002776472
294.9304,0.002757943
294.6143,0.002749286
297.5898,0.002563549
297.5412,0.002717542
297.2937,0.002746069
296.6635,0.002770127
295.6247,0.002787362
294.7949,0.00276568
294.6709,0.00274642
295.0517,0.002747318
297.4247,0.002562048
297.146,0.002717859
296.6391,0.002751266
295.838,0.002783405
295.0377,0.002787821
294.8747,0.002749754
295.3866,0.002723869
295.6081,0.002748207
297.3312,0.002562275
296.9819,0.002721247
296.4931,0.002760846
295.9329,0.002802169
295.6599,0.002781539
295.8153,0.002726487
296.0303,0.002673277
295.8992,0.002762418
297.2801,0.002563426
297.0384,0.00272626
296.7674,0.002771411
296.5161,0.002818246
296.4214,0.002780118
296.3896,0.002712873
296.2534,0.003021437
296.0376,0.002747877
297.2272,0.002564858
297.0525,0.002730845
296.9239,0.002779184
296.8013,0.002830489
296.6838,0.002799905
296.5201,0.002789618
296.2872,0.002774204
297.191,0.002565954
296.9632,0.002733175
296.8719,0.002781097
296.7841,0.002829806
296.6678,0.002789154
296.5027,0.002747697
296.3132,0.00256877
297.1907,0.002566376
296.8404,0.00273327
296.7438,0.002779766
296.6666,0.002825599
296.5771,0.002779313
296.4748,0.002728818
296.3949,0.002552638
297.2086,0.00256629
296.7217,0.002732605
296.5934,0.002778488
296.518,0.002823551
296.4669,0.002776037
296.5101,0.002730367
297.5921,0.002697042
297.2458,0.002566021
296.6454,0.002732157
296.4268,0.002778477
296.3541,0.002824674
296.3972,0.002781597
296.9292,0.002763597
298.6539,0.003070398
297.3073,0.002565827
296.6623,0.002732188
296.323,0.002779719
296.2939,0.002829262
296.8216,0.00279733
297.7497,0.002746774
297.8895,0.002733598
298.0059,0.002755891
297.4349,0.002565747
296.9351,0.002732633
296.6836,0.002781799
297.0803,0.002834877
297.6825,0.002802943
297.8735,0.002789375
297.6255,0.00266091
297.6595,0.002837025
298.1174,0.002849453
297.5956,0.002565766
297.3366,0.002733249
297.4525,0.002783573
297.7738,0.002835373
297.9732,0.002826965
298.1221,0.002847306
297.5449,0.002617178
297.5332,0.002853389
298.0846,0.002892991
298.2097,0.002928437
297.7426,0.002565814
297.683,0.002733649
297.8285,0.00278399
297.9896,0.002836921
298.1024,0.002860837
298.1791,0.002906102
297.5603,0.002596075
297.5292,0.002828572
298.1008,0.002914585
298.2492,0.002967388
298.1605,0.002950074
297.98,0.002565779
297.906,0.002733601
298.019,0.002784509
298.0942,0.002839579
298.1596,0.002892623
298.2265,0.002928792
297.7678,0.002588116
297.5215,0.002803438
298.0943,0.002907205
298.3044,0.002995974
298.2881,0.002984425
298.3306,0.002900248
298.2858,0.002565653
298.2016,0.002733444
298.1938,0.002785689
298.2177,0.002844273
298.2827,0.002912346
298.4744,0.002897072
298.6601,0.002525764
297.7494,0.002783528
297.7306,0.002885818
298.3362,0.00299878
298.4744,0.003019114
298.6175,0.002918806
298.7921,0.002829582
298.6198,0.002565443
298.4362,0.002733614
298.3881,0.002788239
298.4024,0.002854839
298.5347,0.00290407
298.8004,0.002849012
299.7595,0.002582051
299.1657,0.002767495
298.1715,0.002858065
297.9579,0.002977368
298.325,0.003027688
298.5923,0.002962525
298.8697,0.002820326
299.1896,0.003151082
298.8089,0.002565328
298.6796,0.00273455
298.5529,0.002792824
298.5762,0.002866516
298.7451,0.002871371
299.1185,0.002781946
299.6311,0.002672234
299.1134,0.002674683
299.085,0.002825135
298.6257,0.002934084
298.5741,0.003002751
298.8197,0.002971749
298.9773,0.002905136
299.2467,0.002566495
299.3384,0.002368965
298.8834,0.002565502
298.8154,0.002736407
298.701,0.002797318
298.7002,0.002866213
298.8782,0.002815502
299.3823,0.002610821
298.9515,0.002801316
299.2,0.002790094
299.1631,0.002876232
299.7884,0.0003180737
299.7961,0.0003174296
299.6159,0.0003385697
299.6656,0.0003205945
298.8003,0.002949813
298.5366,0.002939842
298.9619,0.002913947
299.5499,0.002693599
299.6265,0.002411154
298.8949,0.002566002
298.842,0.002738468
298.8061,0.00279742
298.8878,0.002848174
299.3624,0.00273371
299.8257,0.002603893
298.4957,0.002708271
298.7322,0.002765026
299.5462,0.0003385663
298.9441,0.002822927
298.3905,0.002875902
299.786,0.0003182095
298.2696,0.002876562
298.8567,0.00285265
299.573,0.00268867
298.882,0.002459204
298.8977,0.002566701
298.9722,0.002739303
299.1782,0.002790985
299.6562,0.002816151
300.0791,0.002703283
299.9317,0.002629876
298.2865,0.002790088
298.1897,0.002752187
298.2216,0.002788542
298.1112,0.002816379
298.1105,0.002811454
298.5269,0.002842173
299.4252,0.002614268
298.6475,0.002499497
298.966,0.002567249
299.3304,0.002738004
299.6914,0.002780058
300.0731,0.002794331
300.1615,0.002706215
299.6407,0.002660049
298.8815,0.002681451
299.8165,0.0003177028
298.2564,0.002605772
299.8161,0.0003175258
299.4254,0.0003208242
299.3359,0.0003204312
299.7916,0.000318157
298.2395,0.002750453
299.79,0.0003181223
299.7783,0.0003385225
299.6508,0.000338411
299.7899,0.0003182304
298.2728,0.002769252
299.7876,0.0003182151
299.6675,0.0003385243
299.5372,0.0003385174
298.2482,0.002776962
298.2601,0.002745718
298.7421,0.002703935
299.8054,0.00241584
298.6021,0.002523553
299.7479,0.002567379
299.6623,0.002735088
299.8468,0.002770986
300.0806,0.002788497
299.9473,0.002720393
299.3417,0.0026808
298.5709,0.00261509
298.3231,0.002753255
298.7509,0.002755898
299.5827,0.002759999
299.9765,0.002755048
299.93,0.002710611
300.0594,0.00264911
300.2305,0.002809578
298.2696,0.002529879
300.0566,0.002567106
299.6952,0.002732296
299.76,0.002767073
299.7754,0.002791914
299.4874,0.002733362
298.8487,0.002688486
298.4339,0.002750978
298.3743,0.002651707
300.2092,0.0003206104
300.21,0.0003189341
299.5751,0.0003249934
299.5833,0.0003226734
298.6025,0.002765561
299.3423,0.002757756
300.1724,0.002744169
300.4489,0.002699901
300.4711,0.002503728
300.4738,0.002572565
300.42,0.0002608309
300.2209,0.0002724502
300.2713,0.0001457444
300.1811,0.0001457359
297.0008,0.00252043
300.2872,0.002566796
299.6403,0.002731074
299.6255,0.002767687
299.5989,0.002798118
299.1081,0.002740686
297.6751,0.002686013
299.0526,0.002914243
298.6651,0.002785517
300.1886,0.00034269
300.1868,0.0003406585
298.7643,0.002763469
299.6305,0.002740507
300.4361,0.002699286
300.4872,0.002709258
300.4895,0.0003324252
300.4886,0.0003143879
300.4895,0.0003288571
300.4884,0.000310683
300.4894,0.000320178
300.4894,0.0003044546
300.4889,0.0003204787
300.4886,0.0003260451
294.8567,0.002509118
301.2482,0.002566966
299.8493,0.002732121
299.6459,0.002771225
299.5146,0.002804027
298.6887,0.002743833
295.9481,0.002685577
300.0396,0.002973409
299.3243,0.00280131
300.1869,0.0003495531
300.1884,0.0003451532
298.8306,0.00277091
299.1723,0.002741161
300.3339,0.002700701
300.4774,0.002645216
300.4906,0.000335484
300.4893,0.0003356952
300.4865,0.000333857
300.4893,0.0003341993
300.4885,0.0003269073
300.4894,0.0003277798
300.4882,0.0003226126
300.4894,0.0003241004
300.4894,0.0003068039
300.4895,0.0003092596
292.0781,0.00260797
301.5042,0.002568422
300.3509,0.002736019
299.8298,0.002777259
299.4881,0.002810139
298.0233,0.002749474
293.2319,0.002707481
299.6509,0.002569185
299.9718,0.002769051
299.3545,0.002761858
298.9906,0.002742964
300.0286,0.002702333
300.2563,0.002736539
300.1035,0.0003187319
300.5024,0.0003368678
300.0105,0.0003178722
300.4697,0.0003361447
300.4772,0.0003309109
300.467,0.0003289549
300.4881,0.0003140796
300.4867,0.0003098917
291.4537,0.00305199
301.4497,0.002572558
300.7494,0.00274442
300.0633,0.002786983
299.2985,0.002819186
296.3658,0.002765047
291.669,0.002719213
299.4551,0.002595842
299.7004,0.002581181
300.1865,0.0003368866
299.8808,0.002726888
300.188,0.0003297154
300.1538,0.0003500032
300.1906,0.0003557289
300.1881,0.0003259579
299.2307,0.002737424
300.1883,0.0003227017
300.1914,0.0003207579
299.2038,0.002708929
300.1914,0.0003193586
299.4352,0.002546593
299.4547,0.002750927
299.4557,0.0003218481
300.3942,0.0003165619
300.3093,0.0003158443
299.2908,0.0003022269
299.5813,0.0003215762
299.3611,0.0003020074
300.4073,0.0003371858
300.3599,0.0003359513
291.4728,0.002660989
291.5638,0.002697437
301.212,0.002582075
300.6812,0.002760602
299.9187,0.002802993
298.5438,0.002832246
293.1582,0.002780398
291.7041,0.002743759
299.7825,0.002562668
299.8899,0.002713761
299.2654,0.002721834
299.1971,0.002545851
299.822,0.002747045
300.0579,0.0003023177
299.5585,0.0003219334
300.1125,0.0003022986
299.8896,0.0003218805
291.497,0.002645573
291.8085,0.002757427
292.2255,0.002742723
301.0862,0.002601169
300.3342,0.002789896
299.4946,0.002827796
296.9736,0.002843067
292.4342,0.0027977
292.0194,0.002765757
299.7459,0.002557241
299.7867,0.002712016
299.447,0.002744747
302.2397,0.0003360022
300.464,0.0003177602
302.1097,0.0003363263
300.4505,0.0003180722
302.508,0.0003323423
301.8086,0.0003163088
302.5077,0.000332584
301.8497,0.0003166588
302.5558,0.0003177405
301.9197,0.0003381038
302.5565,0.0003177078
302.0435,0.0003380716
291.5879,0.002625572
292.2053,0.002809812
292.5403,0.002776068
292.4042,0.00275374
301.0398,0.002636179
300.2331,0.002839714
299.263,0.002863544
295.9143,0.002843334
292.494,0.002795033
292.2122,0.002756489
299.6732,0.002556277
300.3358,0.002743372
302.5352,0.0003352003
302.3417,0.0003354666
302.5248,0.0003355859
302.3675,0.0003355045
302.5597,0.0003312296
302.5573,0.0003311164
302.5594,0.0003317625
302.5571,0.0003318068
302.5603,0.0003174399
302.5602,0.0003175299
302.5602,0.0003175215
302.5602,0.0003176358
291.6059,0.002636661
292.3194,0.002836242
292.6049,0.002823762
292.4172,0.00276392
292.3563,0.002719924
296.0217,0.002548013
295.9141,0.002683717
295.7105,0.002703645
295.4987,0.002717112
295.3481,0.002709362
295.2082,0.002717913
295.1176,0.002727118
295.0348,0.00273599
294.9932,0.00274403
295.0026,0.002750069
294.9823,0.002752457
294.82,0.002750297
294.4422,0.00274695
294.3351,0.002745278
294.6139,0.002746
295.0893,0.002748852
295.4216,0.002754607
295.6713,0.002764806
295.8757,0.002631219
295.9895,0.002550828
295.8595,0.00268976
295.5676,0.002708385
295.3503,0.002711307
295.265,0.002690058
295.1477,0.002699021
295.0537,0.00270744
294.9554,0.002715561
294.8833,0.002723111
294.9027,0.002729936
295.0052,0.002735998
295.0081,0.002739124
294.6382,0.002738292
294.2781,0.002737913
294.266,0.002738805
294.5872,0.002740487
294.988,0.002741662
295.5007,0.002741216
295.9132,0.002735964
295.9945,0.002588676
295.0526,0.002683768
294.9643,0.002692225
294.8935,0.002699812
294.8233,0.002706832
294.8082,0.00271331
294.9115,0.002719288
295.0515,0.002725157
295.0686,0.002728895
294.7282,0.002729682
294.325,0.002730861
294.3347,0.002732236
294.7331,0.00273256
295.6231,0.002730437
296.4096,0.002724976
296.8457,0.002716218
298.4529,0.002661754
295.0955,0.002671518
294.9097,0.002680396
294.8217,0.002687894
294.776,0.002694539
294.7687,0.002700627
294.8325,0.002706273
294.9918,0.002711828
295.0941,0.002717777
295.0809,0.002721926
294.751,0.002723422
294.3813,0.002724893
294.5083,0.002725492
295.5652,0.002723841
296.9491,0.002718903
297.6723,0.002710295
298.8768,0.00269811
299.5754,0.002932025
294.8979,0.002543099
294.8978,0.002671141
294.8199,0.002678699
294.7773,0.002685377
294.7709,0.002691299
294.799,0.002696621
294.9251,0.002701679
295.0896,0.002706908
295.1054,0.002712933
295.0413,0.002717231
294.631,0.002718699
294.4902,0.002719681
295.2757,0.002718957
297.2782,0.002715227
298.2209,0.002707141
299.0957,0.002690835
299.5165,0.002610228
299.9309,0.002592002
298.8247,0.002621734
294.8011,0.002544435
294.8124,0.002671339
294.7897,0.002678268
294.79,0.002684445
294.8032,0.002689786
294.8924,0.002694553
295.0984,0.002699095
295.1044,0.002703986
295.0494,0.002709827
294.8384,0.0027139
294.6998,0.002714965
295.3088,0.002715034
297.4725,0.002712758
298.6186,0.002706468
299.1802,0.002692944
299.4102,0.002654898
298.7098,0.002634337
299.4876,0.002638349
300.5786,0.0003136973
300.5576,0.0002955775
299.9013,0.0003268129
299.8326,0.0003046012
298.2466,0.002673855
294.7808,0.002545485
294.7681,0.002672287
294.783,0.002679131
294.7936,0.002685
294.8845,0.002689854
295.0869,0.00269403
295.1337,0.002698039
294.9436,0.002702432
294.8932,0.002706967
294.9473,0.002710452
295.7627,0.002711831
297.8334,0.002710798
298.8875,0.002706719
299.2617,0.002697219
299.3324,0.002676304
298.5667,0.002655456
298.0565,0.002659699
299.7064,0.002832223
299.3558,0.00270569
300.4868,0.000316771
300.4783,0.0003167139
300.0022,0.0003398985
299.9586,0.0003399251
297.7884,0.002687448
294.7162,0.002547003
294.6709,0.0026745
294.6941,0.002681589
294.8242,0.002687155
295.0383,0.002691358
295.1721,0.002694796
294.8668,0.002698055
294.8833,0.002700911
295.2112,0.00270318
296.5451,0.002705716
298.3055,0.002707821
299.0463,0.002706766
299.2729,0.002700946
299.2078,0.002688731
298.4664,0.002673015
297.9596,0.002665596
297.5649,0.002671906
299.7526,0.002725387
299.6767,0.002732449
299.0176,0.002703367
300.4802,0.0003175019
300.4669,0.0003174785
299.9748,0.0003389793
299.9325,0.0003389488
297.5046,0.002676703
294.5244,0.002550254
294.445,0.002679017
294.6454,0.002686175
294.9088,0.002690965
295.1719,0.002694109
294.8368,0.00269643
294.8488,0.002697713
295.5736,0.002697989
297.3847,0.002698648
298.6727,0.002700183
299.0874,0.002701876
299.182,0.002701623
298.9479,0.002696194
298.1633,0.002685959
297.8887,0.002677053
297.4898,0.002673914
297.3171,0.002671267
299.8002,0.002721266
299.7668,0.002746197
300.0494,0.0003388889
300.0035,0.0003387818
299.6287,0.002726129
298.5611,0.002689944
300.5124,0.0003180728
300.5011,0.0003180479
297.2871,0.002655141
294.1428,0.002557121
294.4204,0.002687076
294.7014,0.002693327
295.0315,0.00269633
294.8711,0.002697647
294.752,0.002697128
295.8637,0.002695181
297.9297,0.002693767
298.8627,0.002693614
299.0727,0.002694226
299.0314,0.002694878
298.5493,0.002694435
297.8127,0.002691687
297.6083,0.002686764
297.4236,0.002682506
297.2533,0.002677139
297.1752,0.00266424
299.8515,0.002817086
299.812,0.002763106
300.128,0.0003394194
300.1797,0.0003393551
300.0935,0.0003391378
300.1322,0.0003390899
299.7778,0.00275023
299.5401,0.002709563
298.2177,0.00266825
300.5368,0.0003184459
300.5289,0.0003183752
297.164,0.002630564
293.962,0.002569344
294.5023,0.002699574
294.8365,0.002702828
294.8254,0.002702454
294.5428,0.00269924
295.7636,0.00269435
298.0314,0.002690531
298.9165,0.002688609
299.0528,0.002687904
298.8192,0.00268788
298.1398,0.002687907
297.5683,0.00268736
297.3837,0.002686124
297.316,0.002684713
297.2424,0.002683104
297.1642,0.002677752
297.1293,0.002659585
299.9137,0.002646615
299.8789,0.0027933
300.0907,0.0003227972
300.1646,0.000340439
300.0776,0.0003219435
300.1487,0.0003397075
299.8427,0.002781111
300.5266,0.0003189258
300.521,0.0003186451
299.7634,0.002730557
299.4557,0.002678152
297.7466,0.002529134
297.1175,0.00244723
293.8155,0.002586674
294.4867,0.002715689
294.5841,0.002712803
294.2207,0.002704498
295.1288,0.002694857
297.7107,0.002688057
298.7809,0.002684401
299.01,0.002682548
298.8,0.002681723
297.9072,0.002681461
297.4422,0.002681325
297.2926,0.002681197
297.2543,0.002681207
297.2206,0.002681677
297.1784,0.002682893
297.1511,0.002682789
297.1451,0.002668499
299.9846,0.002681857
299.9201,0.002834657
299.9418,0.002812507
300.5223,0.0003195588
299.8358,0.002752766
299.7513,0.002686077
299.3723,0.002713601
297.2894,0.002833973
297.1525,0.002916734
293.6394,0.002606192
294.0863,0.00273124
293.7155,0.002713319
294.1198,0.002695279
296.2439,0.002684567
297.9015,0.002679536
298.4159,0.002677139
298.9322,0.002675991
298.0134,0.002675454
297.4466,0.002675272
297.2898,0.00267528
297.2448,0.002675568
297.2173,0.002676372
297.1999,0.002678294
297.1906,0.002683097
297.1977,0.002696614
297.2284,0.002759677
300.1305,0.002945438
299.9765,0.002848076
299.9644,0.002812763
299.9891,0.002769469
299.8009,0.002706289
299.7464,0.002619862
299.729,0.0003360659
298.6686,0.0003178819
299.7206,0.000336248
298.579,0.000317737
297.3447,0.0003052677
298.5256,0.000316165
298.4249,0.000316786
297.3225,0.0003281938
297.2781,0.0003051129
297.2592,0.0003263029
297.2915,0.002513649
293.1276,0.002635692
293.1347,0.002724606
293.1848,0.002691165
293.8627,0.002676526
295.4944,0.002671593
296.0019,0.002670179
298.5187,0.002669806
297.9573,0.00266964
297.5248,0.002669553
297.3901,0.002669551
297.3203,0.002669692
297.2694,0.002670116
297.2466,0.002671097
297.2415,0.002673465
297.2474,0.002680524
297.2718,0.002712309
297.323,0.002794176
300.4516,0.002989539
300.0607,0.00279324
300.0174,0.002762553
300.0212,0.002757861
300.0251,0.002740397
299.7737,0.002733347
299.7511,0.0003152086
299.7399,0.000315495
299.7541,0.0003343403
299.749,0.0003349484
299.6866,0.0003309277
298.0045,0.000341768
297.9854,0.0003384047
297.3794,0.002715012
295.8418,0.002364046
